Timestamp,Speed,Deg,Temp,VX,VY
1775729708.151712,0.5218294740621691,139.19624761277737,24.1,-0.395,0.34099999999999986
1775729709.2107663,0.8117049956726888,116.88072720883454,24.1,-0.367,0.7239999999999999
1775729710.2293062,1.3843077692478647,95.4717248253509,24.1,-0.132,1.3779999999999997
1775729711.269546,0.2277476673865179,124.80653091290827,24.1,-0.13,0.18699999999999994
1775729712.3146758,0.346878941419049,-111.83208174226176,24.1,-0.129,-0.32200000000000006
1775729713.3180742,0.6006071927641227,92.57657183026883,24.1,-0.027000000000000024,0.6
1775729714.386415,0.4413003512348477,95.85270188209105,24.1,-0.04500000000000004,0.43899999999999995
1775729715.4484894,0.10655045753069305,-119.21129225772812,24.1,-0.052000000000000046,-0.09300000000000008
1775729716.435012,1.0068723851610988,-94.32887506719042,24.1,-0.07600000000000007,-1.004
1775729717.463984,0.8414939096630468,-96.5507264711007,24.1,-0.09599999999999997,-0.8360000000000001
1775729718.4930856,1.2151724157501271,-95.28834233497687,24.1,-0.11199999999999999,-1.21
1775729719.5220735,0.19321490625725543,-126.15818543980834,24.1,-0.11399999999999999,-0.15600000000000003
1775729720.551089,0.3331140945682125,110.01249650624872,24.1,-0.11399999999999999,0.31300000000000006
1775729721.612316,1.0493207326647083,96.29195283538564,24.1,-0.11499999999999999,1.0430000000000001
1775729722.61739,0.7717674520216566,98.64456409978322,24.1,-0.11599999999999999,0.763
1775729723.646397,1.1330569270782467,95.9269544976754,24.1,-0.11699999999999999,1.1269999999999998
1775729724.675599,1.7738627342610251,93.78184636456918,24.1,-0.11699999999999999,1.77
1775729725.7103283,1.4149844522114012,95.27141468070033,24.1,-0.13,1.4089999999999998
1775729726.734542,1.7268251214294978,94.2841902919296,24.1,-0.129,1.722
1775729727.762545,2.186234205203093,93.56652569336873,24.1,-0.136,2.182
1775729728.7828696,2.3848241025283183,93.24513126145781,24.1,-0.135,2.381
1775729729.838861,2.7192057663957687,92.78243614480307,24.1,-0.132,2.7159999999999997
1775729730.840921,2.1529284707114633,93.46178945063394,24.2,-0.13,2.149
1775729731.8698823,1.4507467042871403,95.10146279689923,24.2,-0.129,1.4449999999999998
